status,employees,firm_age,man_gender,sector
Open,7,1,Female,Other Services
Open,6,15,Male,Other Services
Permenant closed,14,10,Male,Manufacturing
Open,12,3,Male,Retail
Open,8,4,Male,Manufacturing
Open,120,6,Male,Manufacturing
Open,5,15,Male,Retail
Open,8,10,Female,Manufacturing
Open,6,4,Male,Other Services
Open,7,12,Male,Retail
Temporary closed,11,4,Male,Other Services
Temporary closed,5,3,Female,Other Services
Open,10,24,Male,Other Services
Temporary closed,18,10,Male,Other Services
Open,14,14,Male,Manufacturing
Open,12,4,Male,Manufacturing
Open,30,2,Male,Manufacturing
Open,9,5,Male,Manufacturing
Open,6,13,Male,Retail
Open,18,5,Male,Other Services
Open,19,46,Female,Manufacturing
Permenant closed,9,3,Male,Other Services
Open,6,9,Male,Manufacturing
Temporary closed,5,22,Male,Other Services
Open,9,10,Male,Retail
Open,25,17,Male,Retail
Temporary closed,22,2,Male,Other Services
Open,105,11,Male,Other Services
Open,49,2,Male,Retail
Open,66,11,Male,Manufacturing
Open,12,7,Male,Retail
Open,8,10,Male,Manufacturing
Open,25,4,Female,Other Services
Open,125,27,Female,Manufacturing
Open,107,7,Male,Manufacturing
Temporary closed,13,6,Male,Other Services
Temporary closed,32,50,Male,Manufacturing
Open,20,6,Male,Manufacturing
Open,5,9,Male,Retail
Open,16,7,Female,Manufacturing
Open,10,6,Female,Manufacturing
Open,6,2,Male,Manufacturing
Open,103,59,Male,Manufacturing
Open,45,13,Male,Retail
Open,31,35,Male,Manufacturing
Open,100,64,Male,Manufacturing
Open,20,12,Male,Other Services
Open,6,4,Female,Other Services
Open,48,6,Male,Manufacturing
Open,5,14,Female,Other Services
Open,10,22,Male,Manufacturing
Open,7,3,Male,Other Services
Open,10,3,Male,Retail
Open,14,7,Male,Manufacturing
Temporary closed,5,16,Female,Manufacturing
Temporary closed,5,7,Male,Retail
Open,25,8,Female,Manufacturing
Open,5,29,Male,Manufacturing
Open,113,10,Male,Other Services
Open,20,3,Male,Other Services
Open,20,56,Male,Manufacturing
Open,200,4,Male,Manufacturing
Open,6,4,Male,Retail
Open,23,17,Male,Other Services
Open,15,11,Male,Retail
Open,5,3,Male,Other Services
Temporary closed,60,12,Male,Retail
Open,25,29,Male,Manufacturing
Open,64,29,Male,Other Services
Open,5,20,Male,Manufacturing
Open,5,2,Male,Other Services
Open,6,1,Male,Other Services
Open,19,6,Female,Other Services
Open,7,4,Male,Retail
Open,7,7,Male,Manufacturing
Open,5,2,Male,Retail
Open,100,27,Female,Retail
Open,7,21,Male,Other Services
Open,99,18,Male,Manufacturing
Open,16,5,Male,Manufacturing
Open,18,14,Male,Manufacturing
Open,9,5,Male,Retail
Temporary closed,21,14,Male,Manufacturing
Open,5,1,Male,Manufacturing
Open,28,46,Male,Manufacturing
Open,103,12,Male,Other Services
Open,8,3,Male,Other Services
Open,5,1,Male,Other Services
Open,5,1,Male,Retail
Open,6,20,Male,Manufacturing
Open,7,16,Male,Manufacturing
Open,10,11,Male,Other Services
Temporary closed,6,20,Male,Manufacturing
Temporary closed,5,7,Male,Other Services
Open,7,29,Female,Retail
Open,6,21,Male,Retail
Open,9,5,Female,Manufacturing
Open,15,18,Male,Other Services
Open,7,6,Male,Other Services
Open,10,67,Male,Retail
Open,27,11,Male,Retail
Open,7,10,Female,Other Services
Open,11,2,Male,Other Services
Open,110,13,Male,Manufacturing
Open,7,7,Male,Other Services
Open,8,4,Male,Other Services
Open,14,5,Female,Retail
Open,10,5,Female,Other Services
Open,6,24,Male,Retail
Temporary closed,6,12,Male,Other Services
Open,8,31,Male,Other Services
Open,12,17,Female,Manufacturing
Open,15,4,Male,Manufacturing
Open,8,36,Male,Manufacturing
Open,17,9,Male,Manufacturing
Open,48,25,Male,Manufacturing
Open,7,16,Male,Manufacturing
Open,67,6,Male,Retail
Open,82,4,Male,Other Services
Open,50,2,Male,Retail
Open,30,21,Male,Manufacturing
Open,13,6,Female,Manufacturing
Temporary closed,14,4,Male,Manufacturing
Open,10,6,Male,Other Services
Open,10,29,Male,Other Services
Open,5,1,Male,Other Services
Open,5,1,Female,Other Services
Open,11,5,Male,Other Services
Temporary closed,12,7,Male,Manufacturing
Open,7,13,Male,Other Services
Open,6,3,Male,Retail
Open,18,3,Male,Manufacturing
Open,15,9,Male,Manufacturing
Open,6,3,Female,Manufacturing
Open,5,8,Male,Other Services
Open,29,13,Female,Retail
Open,17,7,Male,Manufacturing
Open,6,4,Male,Retail
Open,15,15,Male,Retail
Temporary closed,7,3,Female,Retail
Open,12,5,Female,Other Services
Temporary closed,5,11,Male,Other Services
Open,35,3,Male,Manufacturing
Open,16,18,Female,Manufacturing
Open,35,23,Male,Manufacturing
Open,50,13,Male,Manufacturing
Open,5,75,Male,Retail
Open,28,16,Male,Manufacturing
Open,6,4,Male,Retail
Open,6,21,Female,Retail
Temporary closed,16,21,Male,Other Services
Temporary closed,6,17,Male,Other Services
Open,20,20,Male,Other Services
Open,40,24,Male,Manufacturing
Open,15,4,Male,Other Services
Open,6,5,Male,Manufacturing
Open,6,18,Male,Other Services
Open,6,32,Female,Other Services
Open,30,9,Male,Retail
Temporary closed,6,8,Male,Retail
Temporary closed,5,10,Male,Other Services
Open,9,4,Female,Manufacturing
Open,18,15,Male,Manufacturing
Open,115,34,Male,Other Services
Open,6,8,Male,Retail
Open,6,16,Male,Other Services
Open,12,6,Male,Other Services
Temporary closed,45,5,Male,Other Services
Open,17,18,Male,Manufacturing
Open,12,14,Male,Other Services
Open,100,35,Male,Other Services
Open,16,10,Male,Manufacturing
Open,105,22,Male,Manufacturing
Open,9,16,Male,Manufacturing
Temporary closed,5,4,Male,Retail
Temporary closed,96,15,Female,Manufacturing
Open,96,69,Male,Retail
Open,55,52,Male,Manufacturing
Open,123,54,Male,Retail
Open,100,23,Male,Manufacturing
Open,8,17,Male,Manufacturing
Open,184,14,Male,Other Services
Open,18,18,Male,Other Services
Permenant closed,9,7,Male,Manufacturing
Open,85,19,Male,Manufacturing
Open,6,22,Female,Manufacturing
Temporary closed,5,10,Male,Other Services
Open,86,11,Female,Manufacturing
Open,60,17,Male,Manufacturing
Temporary closed,17,32,Male,Other Services
Open,8,20,Male,Manufacturing
Open,20,13,Female,Other Services
Temporary closed,5,23,Male,Other Services
Open,25,17,Male,Manufacturing
Open,40,39,Male,Manufacturing
Open,11,22,Male,Other Services
Open,17,27,Male,Other Services
Open,30,33,Male,Other Services
Open,23,21,Male,Manufacturing
Open,220,29,Male,Retail
Temporary closed,1,9,Male,Retail
Open,7,4,Male,Other Services
Open,5,15,Male,Other Services
Open,7,55,Male,Retail
Open,12,14,Male,Other Services
Open,16,24,Male,Retail
Open,69,36,Male,Retail
Open,15,24,Male,Retail
Open,6,6,Male,Other Services
Open,5,10,Male,Other Services
Open,25,17,Male,Other Services
Open,30,6,Female,Other Services
Open,7,2,Male,Other Services
Open,12,7,Male,Other Services
Open,20,5,Male,Manufacturing
Open,53,42,Male,Other Services
Open,10,6,Female,Retail
Open,9,12,Male,Retail
Open,19,5,Male,Manufacturing
Open,200,11,Male,Other Services
Temporary closed,6,1,Male,Manufacturing
Open,5,8,Female,Retail
Open,7,3,Male,Manufacturing
Temporary closed,22,23,Male,Manufacturing
Open,20,9,Male,Other Services
Open,5,42,Male,Other Services
Open,16,7,Male,Manufacturing
Open,117,4,Male,Other Services
Open,6,6,Male,Other Services
Open,19,30,Male,Other Services
Temporary closed,6,1,Male,Manufacturing
Open,57,3,Male,Manufacturing
Open,5,3,Male,Other Services
Permenant closed,5,10,Male,Other Services
Open,30,8,Male,Manufacturing
Open,15,12,Male,Other Services
Open,15,2,Male,Other Services
Temporary closed,6,14,Male,Other Services
Temporary closed,9,5,Male,Other Services
Open,15,30,Male,Other Services
Open,30,4,Male,Other Services
Open,29,19,Female,Other Services
Permenant closed,6,5,Male,Manufacturing
Open,42,9,Male,Other Services
Open,5,2,Male,Other Services
Permenant closed,6,3,Male,Other Services
Open,40,15,Male,Other Services
Open,12,20,Male,Other Services
Open,36,36,Female,Other Services
Open,12,8,Male,Other Services
Open,65,19,Male,Other Services
Open,12,32,Male,Other Services
Open,16,25,Male,Other Services
Open,42,50,Female,Other Services
Open,30,18,Male,Other Services
Open,28,32,Female,Other Services
Temporary closed,72,43,Male,Other Services
Open,48,49,Female,Retail
Open,75,60,Male,Other Services
Open,2,16,Male,Other Services
Open,8,17,Male,Other Services
Open,15,26,Male,Other Services
Open,201,28,Male,Other Services
Open,90,15,Male,Other Services
Permenant closed,52,20,Male,Other Services
Open,45,24,Male,Other Services
Open,75,74,Female,Other Services
Open,15,23,Female,Other Services
Open,54,25,Female,Retail
Open,21,8,Female,Other Services
Open,10,19,Male,Retail
Open,11,19,Male,Other Services
Open,28,18,Female,Retail
Open,12,21,Female,Other Services
Open,30,17,Male,Other Services
Open,5,14,Male,Retail
Permenant closed,5,46,Female,Retail
Open,6,17,Female,Other Services
Open,200,16,Male,Other Services
Open,20,28,Male,Other Services
Open,5,25,Female,Retail
Open,8,41,Male,Retail
Open,21,28,Female,Retail
Open,7,28,Male,Retail
Permenant closed,10,26,Female,Manufacturing
Temporary closed,8,31,Female,Manufacturing
Temporary closed,8,25,Male,Manufacturing
Open,7,28,Male,Manufacturing
Open,90,31,Male,Manufacturing
Open,55,60,Male,Manufacturing
Open,6,41,Female,Manufacturing
Open,44,42,Male,Other Services
Open,23,46,Male,Manufacturing
Temporary closed,15,29,Female,Manufacturing
Open,30,34,Female,Manufacturing
Open,22,51,Female,Manufacturing
Open,95,8,Male,Manufacturing
Open,50,11,Male,Manufacturing
Open,8,19,Male,Other Services
Open,5,44,Male,Manufacturing
Open,6,24,Female,Manufacturing
Open,10,41,Male,Manufacturing
Open,24,57,Male,Manufacturing
Open,60,19,Male,Manufacturing
Open,15,26,Male,Manufacturing
Open,9,22,Male,Retail
Open,50,38,Male,Other Services
Open,11,49,Male,Manufacturing
Open,20,25,Female,Manufacturing
Open,60,12,Male,Manufacturing
Open,26,50,Male,Manufacturing
Open,22,24,Female,Manufacturing
Open,12,19,Female,Retail
Open,6,11,Male,Other Services
Open,28,28,Female,Retail
Open,30,11,Male,Other Services
Open,32,17,Male,Other Services
Open,23,6,Male,Other Services
Temporary closed,6,12,Male,Other Services
Open,9,19,Male,Other Services
Temporary closed,6,19,Male,Other Services
Open,16,19,Male,Other Services
Open,6,57,Male,Other Services
Open,16,17,Male,Other Services
Open,22,17,Male,Other Services
Open,92,5,Male,Other Services
Open,50,26,Male,Other Services
Open,5,10,Male,Other Services
Open,24,15,Male,Other Services
Open,18,8,Male,Other Services
Open,31,28,Male,Other Services
Open,27,7,Male,Other Services
Open,27,7,Male,Other Services
Open,33,12,Male,Other Services
Open,34,29,Male,Other Services
Open,40,25,Male,Other Services
Open,42,9,Male,Other Services
Open,14,42,Male,Retail
Open,50,15,Male,Other Services
Permenant closed,5,22,Female,Other Services
Open,23,46,Male,Other Services
Open,60,18,Male,Other Services
Open,42,43,Male,Other Services
Open,102,18,Male,Other Services
Open,79,34,Male,Other Services
Open,80,15,Male,Other Services
Permenant closed,26,20,Male,Other Services
Open,20,22,Male,Other Services
Open,180,40,Male,Other Services
Open,15,17,Male,Other Services
Open,36,46,Male,Manufacturing
Open,13,12,Male,Manufacturing
Open,9,18,Male,Manufacturing
Open,23,19,Male,Manufacturing
Open,10,24,Female,Manufacturing
Open,29,7,Male,Manufacturing
Open,7,4,Male,Retail
Temporary closed,9,17,Male,Manufacturing
Open,8,4,Male,Other Services
Open,20,11,Male,Manufacturing
Open,9,15,Female,Manufacturing
Open,32,22,Female,Manufacturing
Open,35,60,Female,Manufacturing
Open,27,25,Male,Manufacturing
Open,35,22,Male,Manufacturing
Open,28,16,Male,Manufacturing
Open,89,21,Female,Manufacturing
Open,30,25,Male,Manufacturing
Open,70,25,Male,Manufacturing
Open,63,25,Female,Manufacturing
Open,68,60,Female,Manufacturing
Temporary closed,120,19,Male,Manufacturing
Open,18,23,Male,Retail
Open,25,25,Female,Retail
Open,5,6,Male,Retail
Open,7,17,Male,Retail
Open,7,21,Male,Other Services
Open,7,19,Female,Retail
Open,18,14,Male,Other Services
Open,29,7,Male,Other Services
Open,13,8,Male,Retail
Open,8,15,Male,Retail
Open,30,13,Female,Manufacturing
Open,27,14,Male,Other Services
Open,14,23,Male,Retail
Open,21,12,Male,Retail
Open,14,56,Male,Manufacturing
Open,15,42,Male,Retail
Open,20,12,Male,Other Services
Open,16,6,Female,Retail
Open,27,17,Male,Retail
Open,90,25,Male,Retail
Open,60,26,Male,Retail
Open,75,22,Male,Retail
Open,53,15,Male,Retail
Open,30,36,Female,Other Services
Open,60,12,Male,Other Services
Open,29,27,Female,Retail
Open,6,8,Male,Manufacturing
Open,12,11,Male,Manufacturing
Open,7,19,Male,Manufacturing
Permenant closed,15,42,Male,Manufacturing
Open,14,43,Male,Manufacturing
Open,25,31,Male,Manufacturing
Open,5,17,Male,Manufacturing
Temporary closed,9,5,Female,Manufacturing
Open,5,45,Male,Manufacturing
Open,16,8,Male,Manufacturing
Open,12,22,Female,Manufacturing
Open,50,67,Male,Manufacturing
Open,42,11,Male,Manufacturing
Open,6,20,Female,Retail
Open,9,18,Male,Other Services
Open,9,18,Male,Manufacturing
Temporary closed,7,44,Male,Retail
Open,12,24,Male,Other Services
Open,16,11,Male,Other Services
Open,14,60,Male,Manufacturing
Open,60,8,Male,Manufacturing
Open,54,58,Male,Manufacturing
Open,21,26,Male,Other Services
Open,6,31,Female,Retail
Open,7,9,Male,Other Services
Temporary closed,20,8,Male,Retail
Open,6,14,Female,Retail
Open,15,15,Female,Manufacturing
Open,5,26,Male,Retail
Open,5,11,Male,Retail
Open,25,28,Male,Other Services
Open,60,21,Male,Retail
Open,6,16,Male,Other Services
Open,8,35,Male,Retail
Open,54,42,Male,Manufacturing
Open,19,16,Male,Other Services
Temporary closed,9,21,Male,Retail
Open,6,8,Male,Manufacturing
Open,72,44,Male,Other Services
Open,30,30,Male,Other Services
Temporary closed,19,23,Male,Other Services
Open,30,14,Female,Other Services
Open,8,11,Female,Retail
Open,48,23,Male,Other Services
Open,12,15,Male,Other Services
Open,80,39,Male,Other Services
Open,35,2,Male,Manufacturing
Temporary closed,30,23,Male,Other Services
Open,54,81,Male,Manufacturing
Temporary closed,52,24,Male,Other Services
Open,14,14,Male,Retail
Open,6,6,Male,Retail
Temporary closed,49,25,Female,Other Services
Temporary closed,6,41,Female,Retail
Temporary closed,12,23,Male,Manufacturing
Open,65,26,Male,Other Services
Open,120,47,Male,Retail
Temporary closed,5,7,Female,Other Services
Open,8,8,Male,Other Services
Open,23,20,Male,Other Services
Temporary closed,5,6,Male,Retail
Open,200,45,Male,Manufacturing
Open,60,22,Male,Manufacturing
Temporary closed,17,33,Female,Retail
Temporary closed,16,26,Male,Other Services
Open,12,48,Male,Retail
Open,9,24,Male,Manufacturing
Open,80,26,Male,Other Services
Temporary closed,87,21,Male,Manufacturing
Open,6,17,Female,Retail
Open,7,2,Female,Retail
Open,180,34,Male,Other Services
Open,10,28,Male,Retail
Open,105,18,Male,Manufacturing
Temporary closed,18,27,Male,Other Services
Temporary closed,9,11,Male,Other Services
Open,8,26,Female,Other Services
Temporary closed,5,18,Male,Other Services
Temporary closed,18,18,Female,Retail
Temporary closed,5,11,Male,Manufacturing
Open,50,38,Male,Manufacturing
Temporary closed,85,38,Male,Manufacturing
Permenant closed,250,52,Male,Manufacturing
Open,10,23,Male,Manufacturing
Open,210,32,Male,Other Services
Temporary closed,9,21,Male,Manufacturing
Open,18,18,Male,Other Services
Temporary closed,7,13,Female,Other Services
Open,220,33,Male,Other Services
Temporary closed,12,17,Male,Retail
Open,6,8,Male,Other Services
Open,139,17,Female,Other Services
Temporary closed,10,24,Male,Manufacturing
Open,14,2,Male,Other Services
Open,6,26,Male,Retail
Open,9,14,Male,Other Services
Open,50,36,Male,Manufacturing
Temporary closed,5,21,Female,Retail
Open,100,28,Male,Other Services
Open,60,27,Male,Other Services
Open,69,36,Male,Manufacturing
Temporary closed,30,17,Female,Other Services
Temporary closed,18,83,Male,Retail
Open,200,28,Female,Other Services
Temporary closed,5,19,Male,Manufacturing
Open,5,16,Female,Retail
Permenant closed,26,10,Male,Other Services
Open,68,27,Male,Retail
Open,26,17,Female,Other Services
Open,7,17,Female,Retail
Open,9,8,Male,Other Services
Open,7,18,Male,Retail
Open,15,3,Male,Other Services
Open,6,17,Male,Manufacturing
Open,45,27,Male,Manufacturing
Open,50,14,Male,Other Services
Open,12,31,Male,Other Services
Open,50,57,Male,Manufacturing
Temporary closed,5,5,Male,Retail
Temporary closed,5,24,Male,Other Services
Open,25,35,Male,Other Services
Open,6,44,Male,Other Services
Open,12,8,Male,Manufacturing
Open,6,7,Male,Retail
Open,160,30,Male,Retail
Permenant closed,7,6,Male,Retail
Open,42,16,Male,Other Services
Temporary closed,10,21,Male,Retail
Temporary closed,85,49,Male,Other Services
Open,12,30,Male,Other Services
Open,5,54,Male,Other Services
Temporary closed,12,20,Female,Retail
Open,6,11,Female,Other Services
Open,12,16,Male,Retail
Open,22,19,Male,Retail
Temporary closed,3,19,Male,Retail
Open,25,62,Male,Other Services
Temporary closed,155,26,Male,Other Services
Open,90,34,Male,Other Services
Open,2,22,Female,Retail
Open,4,24,Male,Retail
Open,37,19,Male,Retail
Open,6,38,Female,Retail
Open,13,18,Male,Other Services
Open,20,23,Male,Manufacturing
Open,11,56,Male,Manufacturing
Temporary closed,5,8,Male,Manufacturing
Temporary closed,50,34,Male,Manufacturing
Open,6,9,Male,Manufacturing
Open,5,19,Male,Manufacturing
Open,6,18,Male,Manufacturing
Temporary closed,60,35,Female,Manufacturing
Open,87,53,Male,Manufacturing
Open,32,24,Male,Manufacturing
Open,65,48,Male,Manufacturing
Open,38,34,Female,Manufacturing
Open,200,39,Male,Manufacturing
